0.000000000000000000e+00,6.012427296040640385e+02,2.370578842416887255e+03,2.140485939585253618e+03,2.430770888936333449e+03,1.683868344593504844e+03,3.734028299184083153e+02,2.314592319130282704e+03,2.605590168809287206e+03,2.123133208200345052e+03,3.278866395108569577e+03,2.767179040457362134e+03,2.401861542222508433e+03,2.401861542222508433e+03,2.370578842416887255e+03,2.226819957788968168e+03,2.126795689338912325e+03,2.291940871640700607e+03,2.202125839087583699e+03,2.972717425767789791e+03
5.363735065717157795e+02,0.000000000000000000e+00,2.814464013804829847e+03,2.584371110973196664e+03,2.874656060324276496e+03,1.645435598323233080e+03,2.362788961782976287e+02,2.213848491686845591e+03,3.049475340197229343e+03,2.022389380756907940e+03,3.722751566496512623e+03,3.211064211845305181e+03,2.845746713610450570e+03,2.845746713610450570e+03,2.814464013804829847e+03,2.126076130345531055e+03,2.570680860726854917e+03,2.735826043028642744e+03,2.646011010475526746e+03,3.416602597155731928e+03
2.507376577539590471e+03,2.836605079636676237e+03,0.000000000000000000e+00,1.089098917927494995e+03,1.374453625017239574e+03,1.324679230464197417e+03,2.803779113533857526e+03,1.004663762782949448e+03,3.212544708489375580e+02,1.117382476466148319e+03,1.177933457337050186e+03,8.472551801300880925e+02,3.241043823975131772e+02,3.241043823975131772e+02,0.000000000000000000e+00,1.445217274505803971e+03,2.898177560113693971e+02,6.382902936103828324e+02,1.023396362605100535e+03,8.577769687018294462e+02
2.311601772794032968e+03,2.754810202529570233e+03,7.411682205495513927e+02,0.000000000000000000e+00,6.628694838154835907e+02,1.250139568792537148e+03,2.608004308788300477e+03,1.745831983332500386e+03,6.207924647388175572e+02,1.399409074997431389e+03,1.308076210332541450e+03,8.345813162147557023e+02,4.170638381520383291e+02,4.170638381520383291e+02,7.411682205495513927e+02,2.156773669109027196e+03,6.294181572289896849e+02,3.071431675702305597e+02,4.342244339667341251e+02,9.879197216973208242e+02
2.499349534380859495e+03,3.032030966553424605e+03,1.189959856938542316e+03,6.404052747721520973e+02,0.000000000000000000e+00,1.705396656502927726e+03,2.795752070375127005e+03,2.194623619721491650e+03,9.304362605899740402e+02,1.902332500123797900e+03,9.102488916259535472e+02,3.985615369747451950e+02,9.151335598601381207e+02,9.151335598601381207e+02,1.189959856938542316e+03,2.635177131444346287e+03,1.127487878937089590e+03,8.052128892783304082e+02,5.747027194497576374e+02,7.060730358431903824e+02
1.670308625255907828e+03,1.562162368233256302e+03,1.177917277628526790e+03,1.262834955928488398e+03,1.553119905279567774e+03,0.000000000000000000e+00,1.654674812738923492e+03,1.010952755746651519e+03,1.412928604020927196e+03,4.648907865363696033e+02,2.100212349614650975e+03,1.626717455496865568e+03,1.209199977434147968e+03,1.209199977434147968e+03,1.177917277628526790e+03,1.059454280531498398e+03,9.341341245505520874e+02,1.099279306852340369e+03,1.324474855430818252e+03,1.780055860979430236e+03
3.734028299184083721e+02,2.362788961782976571e+02,2.651493337151522610e+03,2.421400434319889428e+03,2.711685383670969259e+03,1.782780420915166133e+03,0.000000000000000000e+00,2.351193314278778416e+03,2.886504663543922106e+03,2.159734203348840765e+03,3.559780889843205387e+03,3.048093535191997944e+03,2.682776036957143333e+03,2.682776036957143333e+03,2.651493337151522610e+03,2.263420952937464335e+03,2.407710184073547680e+03,2.572855366375335507e+03,2.483040333822219509e+03,3.253631920502424691e+03
2.277212575420941448e+03,2.169066318398289695e+03,1.004663762782949334e+03,2.093762680710444783e+03,2.379117387800188681e+03,1.121451992727600100e+03,2.261578762903957340e+03,0.000000000000000000e+00,1.325918233631886778e+03,6.730993304863281992e+02,2.182597220119999292e+03,1.851918942913037654e+03,1.328768145180462625e+03,1.328768145180462625e+03,1.004663762782949334e+03,6.298111263033656542e+02,1.273537734594362746e+03,1.642954056393332394e+03,2.028060125388050210e+03,1.862440731484778553e+03
2.690574299509471530e+03,3.019802801606557296e+03,3.486880663865246106e+02,7.921920776993396203e+02,1.053199154168301902e+03,1.511827122077241711e+03,2.986976835503738585e+03,1.353351829169473831e+03,0.000000000000000000e+00,1.451586257075159665e+03,8.566789864881124004e+02,5.503483399019327180e+02,4.012865660237577572e+02,4.012865660237577572e+02,3.486880663865246106e+02,1.793905340892328468e+03,5.530125226925360948e+02,7.154724772366274692e+02,7.264895223769451604e+02,5.365224978528917745e+02
2.085798172366415656e+03,1.977651915343764131e+03,1.150054125090720618e+03,1.768095872176286321e+03,2.058380821527365697e+03,5.052609162477983205e+02,2.070164359849431548e+03,5.901426821562365603e+02,1.427987237346334041e+03,0.000000000000000000e+00,2.115270982940057820e+03,1.641776088822272413e+03,1.224258610759554813e+03,1.224258610759554813e+03,1.150054125090720618e+03,7.573645941115960341e+02,9.062709720127458013e+02,1.320611451985781969e+03,1.817917271297284969e+03,1.795114494304837081e+03
