3.393844306674172913e+03,3.837052736409710633e+03,1.201480375602125378e+03,1.219724383525925532e+03,1.146925318152073487e+03,2.332382102672676410e+03,3.690246842668439967e+03,2.206144138385074712e+03,9.129215745738409851e+02,2.304378566290759863e+03,0.000000000000000000e+00,9.778806457285187435e+02,1.254078875239358467e+03,1.254078875239358467e+03,1.201480375602125378e+03,2.646697650107929348e+03,1.405804831908136748e+03,1.384531998032103957e+03,1.154021828203531186e+03,3.201564886352206258e+02
2.415963660945654283e+03,2.859172090681192003e+03,8.406764052829061029e+02,2.418437377974069307e+02,5.442961568654351368e+02,1.354501456944158235e+03,2.712366196939921792e+03,1.845340168065855323e+03,7.203006494721722675e+02,1.503770963149052704e+03,9.643895918730720496e+02,0.000000000000000000e+00,5.165720228853930394e+02,5.165720228853930394e+02,8.406764052829061029e+02,2.261135557260648966e+03,7.289263419623443951e+02,4.066513523035852700e+02,1.761411824750124993e+02,6.951901730940726338e+02
2.455549415563743878e+03,2.784777917660829644e+03,3.241043823975131204e+02,7.649945355299818175e+02,1.067446954598010052e+03,1.276802238131514287e+03,2.751951951558011388e+03,1.328768145180462398e+03,2.037286265867792565e+02,1.216561373129432468e+03,9.966456918503604356e+02,5.231507977325749152e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.241043823975131204e+02,1.769321656903317034e+03,3.179876387468088978e+02,4.804475932909002722e+02,6.992919802075873577e+02,6.764892032151398098e+02
2.455549415563743878e+03,2.784777917660829644e+03,3.241043823975131204e+02,7.649945355299818175e+02,1.067446954598010052e+03,1.276802238131514287e+03,2.751951951558011388e+03,1.328768145180462398e+03,2.037286265867792565e+02,1.216561373129432468e+03,9.966456918503604356e+02,5.231507977325749152e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.241043823975131204e+02,1.769321656903317034e+03,3.179876387468088978e+02,4.804475932909002722e+02,6.992919802075873577e+02,6.764892032151398098e+02
2.507376577539590471e+03,2.836605079636676237e+03,0.000000000000000000e+00,1.089098917927494995e+03,1.374453625017239574e+03,1.324679230464197417e+03,2.803779113533857526e+03,1.004663762782949448e+03,3.212544708489375580e+02,1.117382476466148319e+03,1.177933457337050186e+03,8.472551801300880925e+02,3.241043823975131772e+02,3.241043823975131772e+02,0.000000000000000000e+00,1.445217274505803971e+03,2.898177560113693971e+02,6.382902936103828324e+02,1.023396362605100535e+03,8.577769687018294462e+02
1.837999603190185326e+03,1.729853346167534028e+03,1.755919872326964196e+03,2.470960209803894031e+03,2.761245159154973862e+03,1.208125253875406770e+03,1.822365790673200763e+03,7.512561095440148620e+02,2.077174343175901868e+03,9.417160205415585779e+02,2.933853329664013927e+03,2.569705085830592452e+03,2.080024254724477487e+03,2.080024254724477487e+03,1.755919872326964196e+03,0.000000000000000000e+00,1.834199969021066408e+03,2.211043021619751926e+03,2.532600109306224113e+03,2.613696841028793187e+03
2.288567835456065495e+03,2.617796337553151716e+03,2.437831530779747879e+02,9.019510459320997597e+02,1.192235995283179136e+03,1.105870488380672668e+03,2.584970371450333005e+03,1.248446915860924037e+03,5.217162653335881259e+02,8.985737343826234564e+02,1.209000010927311905e+03,7.355051168095262710e+02,3.179876387468089547e+02,3.179876387468089547e+02,2.437831530779747879e+02,1.551034732975241013e+03,0.000000000000000000e+00,4.143404799730360537e+02,9.116462992845387134e+02,8.888435222920912793e+02
2.324425062894676557e+03,2.653653564991761868e+03,4.340250529793208898e+02,7.692818864419321017e+02,1.071734305509960450e+03,1.145677885462446739e+03,2.620827598888943612e+03,1.438688815762270224e+03,3.136492971685869975e+02,1.119504005224188631e+03,1.000933042762310720e+03,5.274381486445251994e+02,1.099206705818077694e+02,1.099206705818077694e+02,4.340250529793208898e+02,1.873309722633999854e+03,3.222749896587591252e+02,0.000000000000000000e+00,7.035793311195376418e+02,6.807765541270900940e+02
2.331576867537105954e+03,2.820512757851965034e+03,8.022686933304654531e+02,6.570255532239443141e+01,3.681549743904226943e+02,1.315842124114931721e+03,2.627979403531373464e+03,1.806932456113414673e+03,6.818929375197316176e+02,1.465111630319825963e+03,1.216250480562659732e+03,7.045631259114514933e+02,4.781643109329523895e+02,4.781643109329523895e+02,8.022686933304654531e+02,2.222476224431421542e+03,6.905186300099037453e+02,3.682436403511446201e+02,0.000000000000000000e+00,1.012074624779896681e+03
3.073687818038952628e+03,3.516896247774489893e+03,8.813238869669045243e+02,8.995678948907051335e+02,9.158660957556006679e+02,2.012225614037456353e+03,3.370090354033220137e+03,1.885987649749853745e+03,5.927650859386203592e+02,1.984222077655539579e+03,3.201564886352206258e+02,6.577241570932982313e+02,9.339223866041377278e+02,9.339223866041377278e+02,8.813238869669045243e+02,2.326541161472708154e+03,1.085648343272916009e+03,1.064375509396883444e+03,8.338653395683106737e+02,0.000000000000000000e+00
